Year,Age,Gender,Educational Attainment,Personal Income,Population Count
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"A: 0 to 4,999",29147
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"F: 35,000 to 49,999",29427
2001/1/13 0:00,18 to 64,Male,No high school diploma,"H: 75,000 and over",30760
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"A: 0 to 4,999",32602
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",33040
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"E: 25,000 to 34,999",36333
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",38857
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","H: 75,000 and over",39607
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",40105
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"B: 5,000 to 9,999",41378
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"A: 0 to 4,999",43226
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"D: 15,000 to 24,999",46652
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",48558
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",49614
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",49722
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"F: 35,000 to 49,999",52529
2001/1/13 0:00,18 to 64,Female,No high school diploma,"F: 35,000 to 49,999",52571
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"C: 10,000 to 14,999",53241
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",56178
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",57827
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",58537
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"D: 15,000 to 24,999",59541
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"H: 75,000 and over",61381
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",67986
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","H: 75,000 and over",70476
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",70534
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"A: 0 to 4,999",70893
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",72542
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"E: 25,000 to 34,999",74106
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"B: 5,000 to 9,999",75138
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",85075
2001/1/13 0:00,18 to 64,Male,No high school diploma,"G: 50,000 to 74,999",86281
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",86950
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",87412
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",88804
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",89569
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",90111
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"H: 75,000 and over",94383
2001/1/13 0:00,65 to 80+,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",94601
2001/1/13 0:00,18 to 64,Female,No high school diploma,"E: 25,000 to 34,999",99143
2001/1/13 0:00,65 to 80+,Male,No high school diploma,"C: 10,000 to 14,999",102504
2001/1/13 0:00,65 to 80+,Male,High school or equivalent,"D: 15,000 to 24,999",112400
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"B: 5,000 to 9,999",112957
2001/1/13 0:00,65 to 80+,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",121937
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",122689
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",125136
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",125756
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",131819
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"G: 50,000 to 74,999",134465
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"A: 0 to 4,999",138459
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"B: 5,000 to 9,999",150694
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",160795
2001/1/13 0:00,18 to 64,Male,No high school diploma,"F: 35,000 to 49,999",163709
2001/1/13 0:00,65 to 80+,Female,No high school diploma,"C: 10,000 to 14,999",177955
2001/1/13 0:00,65 to 80+,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",181219
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"B: 5,000 to 9,999",184943
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"C: 10,000 to 14,999",194765
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",199405
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","H: 75,000 and over",200690
2001/1/13 0:00,18 to 64,Male,No high school diploma,"B: 5,000 to 9,999",209881
2001/1/13 0:00,65 to 80+,Female,High school or equivalent,"D: 15,000 to 24,999",221218
2001/1/13 0:00,18 to 64,Female,No high school diploma,"B: 5,000 to 9,999",225537
2001/1/13 0:00,18 to 64,Female,No high school diploma,"C: 10,000 to 14,999",229231
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"H: 75,000 and over",235147
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"F: 35,000 to 49,999",238689
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"B: 5,000 to 9,999",245728
2001/1/13 0:00,18 to 64,Male,No high school diploma,"C: 10,000 to 14,999",248722
2001/1/13 0:00,65 to 80+,Male,Bachelor's degree or higher,"H: 75,000 and over",250033
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",252257
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",258589
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"C: 10,000 to 14,999",258773
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"C: 10,000 to 14,999",265604
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",282909
2001/1/13 0:00,18 to 64,Female,No high school diploma,"D: 15,000 to 24,999",284092
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",287720
2001/1/13 0:00,18 to 64,Male,No high school diploma,"E: 25,000 to 34,999",287918
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"E: 25,000 to 34,999",293672
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"A: 0 to 4,999",325064
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"G: 50,000 to 74,999",334524
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",340393
2001/1/13 0:00,18 to 64,Male,No high school diploma,"A: 0 to 4,999",348812
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",350595
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","A: 0 to 4,999",356010
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"A: 0 to 4,999",372961
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",380107
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",384072
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",399381
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",405494
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"D: 15,000 to 24,999",425530
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",432793
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"E: 25,000 to 34,999",438925
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",449846
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",453189
2001/1/13 0:00,18 to 64,Male,High school or equivalent,"F: 35,000 to 49,999",456199
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"D: 15,000 to 24,999",466935
2001/1/13 0:00,18 to 64,Male,No high school diploma,"D: 15,000 to 24,999",473160
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",473400
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","H: 75,000 and over",490899
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",497833
2001/1/13 0:00,18 to 64,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",502982
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",510047
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","A: 0 to 4,999",531822
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",599541
2001/1/13 0:00,18 to 64,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",617513
2001/1/13 0:00,18 to 64,Female,No high school diploma,"A: 0 to 4,999",637445
2001/1/13 0:00,00 to 17,Female,No high school diploma,"A: 0 to 4,999",652219
2001/1/13 0:00,00 to 17,Male,No high school diploma,"A: 0 to 4,999",660627
2001/1/13 0:00,18 to 64,Female,High school or equivalent,"A: 0 to 4,999",664769
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",675331
2001/1/13 0:00,18 to 64,Female,Bachelor's degree or higher,"H: 75,000 and over",917079
2001/1/13 0:00,18 to 64,Male,Bachelor's degree or higher,"H: 75,000 and over",1643095
2001/1/14 0:00,00 to 17,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",1356
2001/1/14 0:00,00 to 17,Female,High school or equivalent,"B: 5,000 to 9,999",1583
2001/1/14 0:00,00 to 17,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",1664
2001/1/14 0:00,00 to 17,Male,High school or equivalent,"B: 5,000 to 9,999",2048
2001/1/14 0:00,18 to 64,Female,No high school diploma,"H: 75,000 and over",2058
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"H: 75,000 and over",2153
2001/1/14 0:00,00 to 17,Female,High school or equivalent,"E: 25,000 to 34,999",2190
2001/1/14 0:00,00 to 17,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",2471
2001/1/14 0:00,00 to 17,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",2776
2001/1/14 0:00,00 to 17,Female,High school or equivalent,"D: 15,000 to 24,999",3116
2001/1/14 0:00,00 to 17,Female,No high school diploma,"G: 50,000 to 74,999",3265
2001/1/14 0:00,00 to 17,Male,No high school diploma,"D: 15,000 to 24,999",3920
2001/1/14 0:00,00 to 17,Male,High school or equivalent,"C: 10,000 to 14,999",4355
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"G: 50,000 to 74,999",4666
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"H: 75,000 and over",7122
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"F: 35,000 to 49,999",7261
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"G: 50,000 to 74,999",8569
2001/1/14 0:00,00 to 17,Male,No high school diploma,"C: 10,000 to 14,999",11857
2001/1/14 0:00,00 to 17,Female,No high school diploma,"C: 10,000 to 14,999",13768
2001/1/14 0:00,18 to 64,Female,No high school diploma,"G: 50,000 to 74,999",14635
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"F: 35,000 to 49,999",15212
2001/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",15423
2001/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"A: 0 to 4,999",15459
2001/1/14 0:00,00 to 17,Male,High school or equivalent,"A: 0 to 4,999",15741
2001/1/14 0:00,00 to 17,Female,No high school diploma,"B: 5,000 to 9,999",15795
2001/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"A: 0 to 4,999",19286
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"E: 25,000 to 34,999",23657
2001/1/14 0:00,00 to 17,Male,No high school diploma,"B: 5,000 to 9,999",26380
2001/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","A: 0 to 4,999",27344
2001/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",28093
2001/1/14 0:00,65 to 80+,Male,High school or equivalent,"A: 0 to 4,999",28914
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"A: 0 to 4,999",31263
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"E: 25,000 to 34,999",32058
2001/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","A: 0 to 4,999",32604
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"G: 50,000 to 74,999",34110
2001/1/14 0:00,65 to 80+,Male,High school or equivalent,"H: 75,000 and over",36180
2001/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",36463
2001/1/14 0:00,65 to 80+,Male,High school or equivalent,"G: 50,000 to 74,999",40307
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"B: 5,000 to 9,999",40404
2001/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","H: 75,000 and over",42633
2001/1/14 0:00,18 to 64,Female,No high school diploma,"F: 35,000 to 49,999",43218
2001/1/14 0:00,65 to 80+,Male,High school or equivalent,"B: 5,000 to 9,999",44824
2001/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",45185
2001/1/14 0:00,18 to 64,Female,High school or equivalent,"H: 75,000 and over",52375
2001/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",53141
2001/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","H: 75,000 and over",54704
2001/1/14 0:00,18 to 64,Male,No high school diploma,"H: 75,000 and over",54734
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"F: 35,000 to 49,999",55265
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"A: 0 to 4,999",57461
2001/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",59607
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"D: 15,000 to 24,999",60502
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"E: 25,000 to 34,999",61889
2001/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",62471
2001/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",63144
2001/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",64166
2001/1/14 0:00,65 to 80+,Male,High school or equivalent,"F: 35,000 to 49,999",64170
2001/1/14 0:00,65 to 80+,Male,High school or equivalent,"C: 10,000 to 14,999",66527
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"A: 0 to 4,999",73275
2001/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",74877
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"B: 5,000 to 9,999",76573
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"D: 15,000 to 24,999",76893
2001/1/14 0:00,65 to 80+,Male,High school or equivalent,"E: 25,000 to 34,999",80555
2001/1/14 0:00,65 to 80+,Male,No high school diploma,"C: 10,000 to 14,999",81810
2001/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",82988
2001/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",83427
2001/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",85356
2001/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",86481
2001/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",95482
2001/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",96958
2001/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",97657
2001/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",101765
2001/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",103998
2001/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",104462
2001/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",104583
2001/1/14 0:00,18 to 64,Male,No high school diploma,"G: 50,000 to 74,999",104646
2001/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"H: 75,000 and over",110009
2001/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",113584
2001/1/14 0:00,65 to 80+,Male,High school or equivalent,"D: 15,000 to 24,999",116746
2001/1/14 0:00,18 to 64,Female,No high school diploma,"E: 25,000 to 34,999",120389
2001/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",120656
2001/1/14 0:00,18 to 64,Female,High school or equivalent,"G: 50,000 to 74,999",128589
2001/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",135938
2001/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",148975
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"C: 10,000 to 14,999",152945
2001/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",154551
2001/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","H: 75,000 and over",155579
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"B: 5,000 to 9,999",158180
2001/1/14 0:00,18 to 64,Male,No high school diploma,"B: 5,000 to 9,999",158572
2001/1/14 0:00,65 to 80+,Female,No high school diploma,"C: 10,000 to 14,999",161001
2001/1/14 0:00,65 to 80+,Female,High school or equivalent,"D: 15,000 to 24,999",161619
2001/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"A: 0 to 4,999",181482
2001/1/14 0:00,18 to 64,Female,No high school diploma,"C: 10,000 to 14,999",189839
2001/1/14 0:00,18 to 64,Male,No high school diploma,"F: 35,000 to 49,999",194888
2001/1/14 0:00,18 to 64,Male,High school or equivalent,"C: 10,000 to 14,999",200365
2001/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",203800
2001/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",206941
2001/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",218789
2001/1/14 0:00,18 to 64,Male,High school or equivalent,"H: 75,000 and over",227515
2001/1/14 0:00,18 to 64,Male,No high school diploma,"C: 10,000 to 14,999",231957
2001/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",233954
2001/1/14 0:00,18 to 64,Male,High school or equivalent,"B: 5,000 to 9,999",238754
2001/1/14 0:00,18 to 64,Female,No high school diploma,"B: 5,000 to 9,999",239883
2001/1/14 0:00,18 to 64,Female,High school or equivalent,"F: 35,000 to 49,999",245318
2001/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",255129
2001/1/14 0:00,18 to 64,Female,High school or equivalent,"B: 5,000 to 9,999",266348
2001/1/14 0:00,18 to 64,Female,High school or equivalent,"C: 10,000 to 14,999",272824
2001/1/14 0:00,18 to 64,Female,No high school diploma,"D: 15,000 to 24,999",277974
2001/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",278291
2001/1/14 0:00,18 to 64,Male,No high school diploma,"E: 25,000 to 34,999",288460
2001/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"H: 75,000 and over",294802
2001/1/14 0:00,18 to 64,Female,High school or equivalent,"E: 25,000 to 34,999",318868
2001/1/14 0:00,18 to 64,Male,High school or equivalent,"G: 50,000 to 74,999",322511
2001/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",340611
2001/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","A: 0 to 4,999",343156
2001/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",344454
2001/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",352744
2001/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",357532
2001/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"A: 0 to 4,999",359264
2001/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",371185
2001/1/14 0:00,18 to 64,Male,No high school diploma,"A: 0 to 4,999",376783
2001/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",389764
2001/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",404151
2001/1/14 0:00,18 to 64,Male,High school or equivalent,"A: 0 to 4,999",405204
2001/1/14 0:00,18 to 64,Male,High school or equivalent,"F: 35,000 to 49,999",418051
2001/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",423087
2001/1/14 0:00,18 to 64,Female,High school or equivalent,"D: 15,000 to 24,999",453432
2001/1/14 0:00,18 to 64,Male,No high school diploma,"D: 15,000 to 24,999",460129
2001/1/14 0:00,18 to 64,Male,High school or equivalent,"E: 25,000 to 34,999",467906
2001/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",469153
2001/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",483518
2001/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","H: 75,000 and over",495187
2001/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",495675
2001/1/14 0:00,18 to 64,Male,High school or equivalent,"D: 15,000 to 24,999",520580
2001/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",528017
2001/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",531019
2001/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",556174
2001/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","A: 0 to 4,999",581907
2001/1/14 0:00,00 to 17,Male,No high school diploma,"A: 0 to 4,999",610313
2001/1/14 0:00,00 to 17,Female,No high school diploma,"A: 0 to 4,999",639596
2001/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",660048
2001/1/14 0:00,18 to 64,Female,High school or equivalent,"A: 0 to 4,999",670294
2001/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",682425
2001/1/14 0:00,18 to 64,Female,No high school diploma,"A: 0 to 4,999",723208
2001/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"H: 75,000 and over",953282
2001/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"H: 75,000 and over",1628605
